season,hour,holiday,workingday,weather,windspeed,casual,registered,count,temperature,humidity_values
1.0,4,0.0,1.0,1.0,0.2239,0,2,2.0,0,2
1.0,5,0.0,1.0,1.0,0.2239,0,17,17.0,0,2
1.0,6,0.0,1.0,1.0,0.1642,0,88,88.0,0,0
1.0,7,0.0,1.0,1.0,0.2239,10,216,226.0,0,0
1.0,8,0.0,1.0,1.0,0.2239,12,429,441.0,0,0
1.0,9,0.0,1.0,1.0,0.194,18,252,270.0,0,0
1.0,10,0.0,1.0,1.0,0.2836,15,114,129.0,0,2
1.0,11,0.0,1.0,1.0,0.2985,15,149,164.0,2,2
1.0,12,0.0,1.0,1.0,0.1343,25,191,216.0,2,2
1.0,13,0.0,1.0,1.0,0.0,25,173,198.0,2,2
1.0,14,0.0,1.0,1.0,0.2239,22,148,170.0,2,2
1.0,15,0.0,1.0,1.0,0.0,48,168,216.0,2,2
1.0,16,0.0,1.0,1.0,0.1045,36,275,311.0,2,2
1.0,17,0.0,1.0,1.0,0.0896,30,458,488.0,2,2
1.0,18,0.0,1.0,1.0,0.1343,17,368,385.0,2,2
1.0,19,0.0,1.0,1.0,0.1045,11,256,267.0,2,2
1.0,20,0.0,1.0,1.0,0.1045,8,155,163.0,2,2
1.0,21,0.0,1.0,1.0,0.1045,8,126,134.0,2,2
1.0,22,0.0,1.0,1.0,0.1045,3,116,119.0,2,2
1.0,23,0.0,1.0,1.0,0.1045,3,74,77.0,0,0
1.0,0,0.0,0.0,1.0,0.1045,10,76,86.0,0,0
1.0,1,0.0,0.0,1.0,0.1045,0,43,43.0,0,0
1.0,2,0.0,0.0,1.0,0.0896,6,38,44.0,0,0
1.0,3,0.0,0.0,1.0,0.0,1,17,18.0,0,0
1.0,4,0.0,0.0,1.0,0.0896,1,5,6.0,0,0
1.0,5,0.0,0.0,1.0,0.0896,1,3,4.0,0,0
1.0,6,0.0,0.0,1.0,0.1343,1,4,5.0,0,0
1.0,7,0.0,0.0,2.0,0.1343,1,27,28.0,0,0
1.0,8,0.0,0.0,1.0,0.0,4,86,90.0,0,0
1.0,9,0.0,0.0,1.0,0.1343,16,141,157.0,0,0
1.0,10,0.0,0.0,1.0,0.1045,31,193,224.0,0,0
1.0,11,0.0,0.0,1.0,0.0,46,224,270.0,0,0
1.0,12,0.0,0.0,2.0,0.0896,40,260,300.0,0,0
1.0,13,0.0,0.0,2.0,0.194,58,244,302.0,0,0
1.0,14,0.0,0.0,2.0,0.2239,47,229,276.0,2,0
1.0,15,0.0,0.0,2.0,0.2239,61,244,305.0,2,0
1.0,16,0.0,0.0,2.0,0.1642,20,123,143.0,2,0
1.0,17,0.0,0.0,3.0,0.194,13,54,67.0,0,0
1.0,18,0.0,0.0,3.0,0.1642,6,58,64.0,0,0
1.0,19,0.0,0.0,3.0,0.1343,5,75,80.0,0,0
1.0,20,0.0,0.0,3.0,0.194,4,73,77.0,0,3
1.0,21,0.0,0.0,3.0,0.1343,4,74,78.0,0,3
1.0,22,0.0,0.0,2.0,0.0896,4,91,95.0,0,0
1.0,23,0.0,0.0,2.0,0.1343,4,66,70.0,0,0
1.0,0,0.0,0.0,2.0,0.1343,3,58,61.0,0,0
1.0,1,0.0,0.0,2.0,0.1045,5,46,51.0,0,3
1.0,2,0.0,0.0,2.0,0.1045,4,59,63.0,0,3
1.0,3,0.0,0.0,3.0,0.0896,4,13,17.0,0,0
1.0,4,0.0,0.0,2.0,0.1343,0,9,9.0,0,0
1.0,5,0.0,0.0,3.0,0.194,0,4,4.0,0,0
1.0,6,0.0,0.0,2.0,0.2537,0,4,4.0,0,0
1.0,7,0.0,0.0,2.0,0.1642,0,16,16.0,0,0
1.0,8,0.0,0.0,2.0,0.1642,4,58,62.0,0,0
1.0,9,0.0,0.0,2.0,0.2239,9,83,92.0,0,0
1.0,10,0.0,0.0,2.0,0.2836,10,138,148.0,0,0
1.0,11,0.0,0.0,2.0,0.194,22,160,182.0,0,0
1.0,12,0.0,0.0,2.0,0.194,25,223,248.0,0,0
1.0,13,0.0,0.0,2.0,0.1642,33,241,274.0,0,0
1.0,14,0.0,0.0,1.0,0.1642,40,203,243.0,0,0
1.0,15,0.0,0.0,2.0,0.2537,55,217,272.0,0,2
1.0,16,0.0,0.0,1.0,0.2239,35,261,296.0,0,2
1.0,17,0.0,0.0,1.0,0.1642,31,275,306.0,2,2
1.0,18,0.0,0.0,1.0,0.2537,10,171,181.0,0,2
1.0,19,0.0,0.0,1.0,0.2239,6,63,69.0,0,2
1.0,20,0.0,0.0,1.0,0.194,3,47,50.0,0,2
1.0,21,0.0,0.0,1.0,0.1045,6,60,66.0,0,2
1.0,22,0.0,0.0,1.0,0.1045,9,182,191.0,0,2
1.0,23,0.0,0.0,1.0,0.1343,4,38,42.0,0,0
1.0,0,0.0,1.0,1.0,0.1343,7,14,21.0,0,0
1.0,1,0.0,1.0,1.0,0.0896,0,6,6.0,0,0
1.0,2,0.0,1.0,1.0,0.0,0,3,3.0,0,0
1.0,4,0.0,1.0,1.0,0.1045,0,2,2.0,0,0
1.0,5,0.0,1.0,1.0,0.1045,0,17,17.0,0,0
1.0,6,0.0,1.0,1.0,0.1045,0,72,72.0,0,0
1.0,7,0.0,1.0,1.0,0.1045,5,229,234.0,0,0
1.0,8,0.0,1.0,1.0,0.1343,10,434,444.0,0,0
1.0,9,0.0,1.0,1.0,0.1045,8,269,277.0,0,0
1.0,10,0.0,1.0,1.0,0.1045,20,96,116.0,0,0
1.0,11,0.0,1.0,1.0,0.1343,12,104,116.0,0,0
1.0,12,0.0,1.0,1.0,0.1642,19,131,150.0,2,0
1.0,13,0.0,1.0,1.0,0.2239,17,124,141.0,2,2
1.0,14,0.0,1.0,1.0,0.1642,14,126,140.0,2,2
1.0,15,0.0,1.0,1.0,0.2836,25,146,171.0,2,2
1.0,16,0.0,1.0,1.0,0.2537,13,215,228.0,2,2
1.0,17,0.0,1.0,1.0,0.2537,13,417,430.0,2,2
1.0,18,0.0,1.0,1.0,0.2239,11,426,437.0,2,2
1.0,19,0.0,1.0,1.0,0.2537,7,284,291.0,2,2
1.0,20,0.0,1.0,1.0,0.1642,7,194,201.0,2,2
1.0,21,0.0,1.0,1.0,0.1642,11,143,154.0,2,2
1.0,22,0.0,1.0,1.0,0.1343,4,83,87.0,0,0
1.0,23,0.0,1.0,1.0,0.1343,3,43,46.0,0,0
1.0,0,0.0,1.0,1.0,0.194,1,22,23.0,0,0
1.0,1,0.0,1.0,1.0,0.1343,8,6,14.0,0,0
1.0,2,0.0,1.0,1.0,0.0,0,4,4.0,0,0
1.0,3,0.0,1.0,2.0,0.0,1,1,2.0,0,0
1.0,4,0.0,1.0,2.0,0.0,0,3,3.0,0,0
1.0,5,0.0,1.0,1.0,0.0896,0,15,15.0,2,2
1.0,6,0.0,1.0,1.0,0.2985,2,98,100.0,2,2
1.0,7,0.0,1.0,1.0,0.0,6,293,299.0,2,2
1.0,8,0.0,1.0,1.0,0.0,7,499,529.0,0,2
1.0,9,0.0,1.0,1.0,0.0,11,278,289.0,2,2
1.0,10,0.0,1.0,1.0,0.1642,12,104,116.0,2,2
1.0,11,0.0,1.0,1.0,0.194,9,120,129.0,2,2
1.0,12,0.0,1.0,1.0,0.3284,9,163,172.0,2,2
1.0,13,0.0,1.0,1.0,0.2537,15,169,184.0,2,2
1.0,14,0.0,1.0,1.0,0.2537,11,127,138.0,2,2
1.0,15,0.0,1.0,1.0,0.194,13,133,146.0,2,2
1.0,16,0.0,1.0,1.0,0.2537,19,257,276.0,2,2
1.0,17,0.0,1.0,1.0,0.194,15,494,509.0,2,2
1.0,18,0.0,1.0,1.0,0.194,10,499,518.0,2,2
1.0,19,0.0,1.0,1.0,0.2239,11,327,338.0,2,2
1.0,20,0.0,1.0,1.0,0.1343,6,206,212.0,2,2
1.0,21,0.0,1.0,1.0,0.1045,20,170,190.0,2,0
1.0,22,0.0,1.0,1.0,0.194,11,107,118.0,2,2
1.0,23,0.0,1.0,1.0,0.1343,2,49,51.0,2,2
1.0,0,0.0,1.0,1.0,0.2239,2,21,23.0,0,2
1.0,1,0.0,1.0,1.0,0.1642,1,9,10.0,0,0
1.0,2,0.0,1.0,1.0,0.0,0,1,1.0,0,0
1.0,3,0.0,1.0,1.0,0.0,0,1,1.0,0,0
1.0,4,0.0,1.0,1.0,0.0896,0,1,1.0,0,0
1.0,5,0.0,1.0,1.0,0.0896,0,20,20.0,0,0
1.0,6,0.0,1.0,2.0,0.0,3,95,98.0,0,0
1.0,7,0.0,1.0,2.0,0.1045,5,276,281.0,0,0
1.0,8,0.0,1.0,2.0,0.2239,13,495,508.0,0,0
1.0,9,0.0,1.0,2.0,0.1642,8,245,253.0,0,0
1.0,10,0.0,1.0,2.0,0.2239,1,107,108.0,0,0
1.0,11,0.0,1.0,2.0,0.2239,5,97,102.0,0,0
1.0,12,0.0,1.0,2.0,0.2836,14,124,138.0,0,0
1.0,13,0.0,1.0,2.0,0.1045,15,111,126.0,0,0
1.0,14,0.0,1.0,2.0,0.1642,8,100,108.0,0,2
1.0,15,0.0,1.0,3.0,0.1045,5,49,54.0,0,0
1.0,16,0.0,1.0,3.0,0.1045,2,73,75.0,0,0
1.0,17,0.0,1.0,3.0,0.1045,8,147,155.0,0,0
1.0,18,0.0,1.0,3.0,0.1045,4,163,167.0,0,0
1.0,19,0.0,1.0,3.0,0.1045,3,158,161.0,0,0
1.0,20,0.0,1.0,3.0,0.1343,3,122,125.0,0,0
1.0,21,0.0,1.0,3.0,0.194,3,126,129.0,0,0
1.0,22,0.0,1.0,2.0,0.1343,3,95,98.0,0,0
1.0,23,0.0,1.0,2.0,0.1642,3,57,60.0,0,0
1.0,0,0.0,1.0,2.0,0.1642,3,23,26.0,0,0
1.0,1,0.0,1.0,2.0,0.1343,2,10,12.0,0,0
1.0,2,0.0,1.0,1.0,0.1343,0,2,2.0,0,0
1.0,3,0.0,1.0,1.0,0.2836,0,4,4.0,0,0
1.0,4,0.0,1.0,2.0,0.4478,0,1,1.0,0,0
1.0,5,0.0,1.0,1.0,0.2836,0,18,18.0,0,0
1.0,6,0.0,1.0,1.0,0.2836,1,75,76.0,0,0
1.0,7,0.0,1.0,1.0,0.2537,4,263,267.0,0,0
1.0,8,0.0,1.0,1.0,0.2537,11,473,484.0,0,0
1.0,9,0.0,1.0,1.0,0.2239,9,229,238.0,0,2
1.0,10,0.0,1.0,1.0,0.2239,7,90,97.0,0,2
1.0,11,0.0,1.0,1.0,0.2239,4,95,99.0,0,2
1.0,12,0.0,1.0,1.0,0.3284,10,148,158.0,0,2
1.0,13,0.0,1.0,1.0,0.3284,10,144,154.0,0,2
1.0,14,0.0,1.0,1.0,0.2985,18,126,144.0,2,2
1.0,15,0.0,1.0,1.0,0.2985,14,120,134.0,2,2
1.0,16,0.0,1.0,1.0,0.0,15,223,238.0,2,2
1.0,17,0.0,1.0,1.0,0.1343,12,387,399.0,2,2
1.0,18,0.0,1.0,1.0,0.1642,13,404,417.0,2,2
1.0,19,0.0,1.0,1.0,0.1045,8,287,295.0,2,2
1.0,20,0.0,1.0,1.0,0.0,2,197,199.0,2,2
1.0,21,0.0,1.0,1.0,0.0896,8,169,177.0,0,2
1.0,22,0.0,1.0,2.0,0.0,3,104,107.0,0,2
1.0,23,0.0,1.0,2.0,0.0,9,75,84.0,0,2
1.0,0,0.0,1.0,2.0,0.0896,4,39,43.0,0,0
1.0,1,0.0,1.0,2.0,0.0896,2,11,13.0,0,0
1.0,2,0.0,1.0,1.0,0.0896,7,9,16.0,0,2
1.0,3,0.0,1.0,1.0,0.0896,0,5,5.0,0,2
1.0,4,0.0,1.0,1.0,0.0896,0,2,2.0,0,2
1.0,5,0.0,1.0,1.0,0.2239,0,17,17.0,0,2
1.0,6,0.0,1.0,1.0,0.194,3,61,64.0,0,2
1.0,7,0.0,1.0,1.0,0.1642,5,225,230.0,0,2
1.0,8,0.0,1.0,1.0,0.1642,1,447,448.0,0,2
1.0,9,0.0,1.0,1.0,0.1642,10,265,275.0,0,2
1.0,10,0.0,1.0,2.0,0.1343,5,119,124.0,0,2
1.0,11,0.0,1.0,2.0,0.1045,19,134,153.0,0,2
1.0,12,0.0,1.0,2.0,0.1343,8,168,176.0,0,2
1.0,13,0.0,1.0,2.0,0.0896,22,170,192.0,0,2
1.0,14,0.0,1.0,2.0,0.0896,8,138,146.0,2,2
1.0,15,0.0,1.0,2.0,0.1343,27,164,191.0,2,2
1.0,16,0.0,1.0,2.0,0.2537,28,240,268.0,2,2
1.0,17,0.0,1.0,2.0,0.194,15,381,396.0,2,2
1.0,18,0.0,1.0,3.0,0.1343,14,345,359.0,0,0
1.0,19,0.0,1.0,2.0,0.0,16,246,262.0,2,2
1.0,20,0.0,1.0,2.0,0.0,7,144,151.0,2,2
1.0,21,0.0,1.0,2.0,0.0896,14,108,122.0,2,0
1.0,22,0.0,1.0,2.0,0.0,11,102,113.0,2,0
1.0,23,0.0,1.0,2.0,0.0896,1,64,65.0,0,0
1.0,0,0.0,0.0,2.0,0.1343,3,50,53.0,0,0
1.0,1,0.0,0.0,3.0,0.1343,2,43,45.0,0,0
1.0,2,0.0,0.0,3.0,0.194,2,24,26.0,0,0
1.0,3,0.0,0.0,3.0,0.2239,0,9,9.0,0,0
1.0,4,0.0,0.0,3.0,0.2239,0,4,4.0,0,0
1.0,5,0.0,0.0,3.0,0.1642,0,2,2.0,0,3
1.0,6,0.0,0.0,3.0,0.1343,1,8,9.0,0,3
1.0,7,0.0,0.0,3.0,0.1343,0,19,19.0,0,3
1.0,8,0.0,0.0,3.0,0.1343,1,77,78.0,0,3
1.0,9,0.0,0.0,3.0,0.1045,5,85,90.0,0,3
1.0,10,0.0,0.0,3.0,0.1045,23,143,166.0,0,3
1.0,11,0.0,0.0,2.0,0.1045,26,157,183.0,0,0
1.0,12,0.0,0.0,2.0,0.1642,25,196,221.0,0,0
1.0,13,0.0,0.0,2.0,0.2836,18,217,235.0,0,0
1.0,14,0.0,0.0,2.0,0.2537,38,205,243.0,0,0
1.0,15,0.0,0.0,2.0,0.2985,12,112,124.0,0,0
1.0,16,0.0,0.0,3.0,0.4179,12,134,146.0,0,0
1.0,17,0.0,0.0,3.0,0.4627,13,131,144.0,0,0
1.0,18,0.0,0.0,2.0,0.5571182920248333,3,105,108.0,0,2
1.0,19,0.0,0.0,2.0,0.5522,2,85,87.0,0,2
1.0,20,0.0,0.0,2.0,0.5522,1,62,63.0,0,2
1.0,21,0.0,0.0,1.0,0.5571182920248333,5,43,48.0,0,2
1.0,22,0.0,0.0,2.0,0.3881,0,46,46.0,0,2
1.0,23,0.0,0.0,3.0,0.4925,0,20,20.0,0,2
1.0,0,0.0,0.0,3.0,0.3881,0,21,21.0,0,0
1.0,1,0.0,0.0,3.0,0.4627,0,24,24.0,0,0
1.0,2,0.0,0.0,2.0,0.5571182920248333,1,26,27.0,0,2
1.0,3,0.0,0.0,2.0,0.5571182920248333,0,14,14.0,0,2
1.0,4,0.0,0.0,2.0,0.5571182920248333,0,1,1.0,0,2
1.0,5,0.0,0.0,1.0,0.3881,0,3,3.0,0,2
1.0,6,0.0,0.0,1.0,0.3881,0,2,2.0,0,2
1.0,7,0.0,0.0,1.0,0.194,0,18,18.0,0,2
1.0,8,0.0,0.0,1.0,0.2537,0,26,26.0,0,2
1.0,9,0.0,0.0,1.0,0.2985,3,60,63.0,0,2
1.0,10,0.0,0.0,1.0,0.3582,8,83,91.0,0,2
1.0,11,0.0,0.0,1.0,0.2985,3,121,124.0,0,2
1.0,12,0.0,0.0,1.0,0.5571182920248333,7,133,140.0,0,2
1.0,13,0.0,0.0,1.0,0.4478,10,128,138.0,0,2
1.0,14,0.0,0.0,1.0,0.5224,9,102,111.0,0,2
1.0,15,0.0,0.0,1.0,0.5522,5,150,155.0,0,2
1.0,16,0.0,0.0,1.0,0.4627,16,148,164.0,0,2
1.0,17,0.0,0.0,1.0,0.4179,4,83,87.0,0,2
1.0,18,0.0,0.0,1.0,0.4627,4,92,96.0,0,2
1.0,19,0.0,0.0,1.0,0.2836,2,78,80.0,0,2
1.0,20,0.0,0.0,1.0,0.3284,1,56,57.0,0,2
1.0,21,0.0,0.0,1.0,0.2985,0,36,36.0,0,2
1.0,22,0.0,0.0,1.0,0.1642,0,28,28.0,0,2
1.0,23,0.0,0.0,1.0,0.2239,0,23,23.0,0,2
1.0,0,0.0,1.0,1.0,0.2239,0,9,9.0,0,2
1.0,1,0.0,1.0,1.0,0.2239,0,6,6.0,0,2
1.0,2,0.0,1.0,1.0,0.194,0,4,4.0,0,2
1.0,3,0.0,1.0,1.0,0.1045,0,1,1.0,0,2
1.0,4,0.0,1.0,1.0,0.0896,0,2,2.0,0,2
1.0,5,0.0,1.0,1.0,0.1343,0,17,17.0,0,2
1.0,6,0.0,1.0,1.0,0.2239,1,71,72.0,0,2
1.0,7,0.0,1.0,1.0,0.194,1,194,195.0,0,2
1.0,8,0.0,1.0,1.0,0.1343,4,413,417.0,0,2
1.0,9,0.0,1.0,1.0,0.194,7,198,205.0,0,2
1.0,10,0.0,1.0,1.0,0.1343,1,70,71.0,0,2
1.0,11,0.0,1.0,1.0,0.194,5,85,90.0,0,2
1.0,12,0.0,1.0,1.0,0.3284,7,111,118.0,0,1
1.0,13,0.0,1.0,1.0,0.2239,11,129,140.0,2,1
1.0,14,0.0,1.0,1.0,0.1045,10,125,135.0,2,1
1.0,15,0.0,1.0,1.0,0.1343,10,145,155.0,2,1
1.0,16,0.0,1.0,1.0,0.194,5,206,211.0,2,1
1.0,17,0.0,1.0,1.0,0.194,8,399,407.0,2,1
1.0,18,0.0,1.0,1.0,0.2537,6,399,405.0,2,1
1.0,19,0.0,1.0,1.0,0.1343,7,256,263.0,2,1
1.0,20,0.0,1.0,1.0,0.1642,4,210,214.0,0,2
1.0,21,0.0,1.0,1.0,0.1343,2,145,147.0,0,2
1.0,22,0.0,1.0,1.0,0.1045,3,99,102.0,0,2
1.0,23,0.0,1.0,1.0,0.0,2,34,36.0,0,2
1.0,0,0.0,1.0,2.0,0.0,0,14,14.0,0,2
1.0,1,0.0,1.0,2.0,0.0,0,6,6.0,0,2
1.0,2,0.0,1.0,2.0,0.0,0,3,3.0,0,2
1.0,3,0.0,1.0,2.0,0.0,0,3,3.0,0,2
1.0,4,0.0,1.0,2.0,0.1045,0,2,2.0,0,0
1.0,5,0.0,1.0,2.0,0.1045,2,20,22.0,0,0
1.0,6,0.0,1.0,2.0,0.0,1,89,90.0,0,2
1.0,7,0.0,1.0,2.0,0.0896,4,276,280.0,0,2
1.0,8,0.0,1.0,2.0,0.0,3,499,513.0,0,0
1.0,9,0.0,1.0,2.0,0.0896,6,256,262.0,0,2
1.0,10,0.0,1.0,2.0,0.1343,8,90,98.0,0,2
1.0,11,0.0,1.0,2.0,0.1642,5,107,112.0,0,2
1.0,12,0.0,1.0,2.0,0.2239,10,162,172.0,0,2
1.0,13,0.0,1.0,2.0,0.2537,6,167,173.0,2,2
1.0,14,0.0,1.0,1.0,0.2239,13,111,124.0,2,2
1.0,15,0.0,1.0,2.0,0.4478,7,138,145.0,2,2
1.0,16,0.0,1.0,1.0,0.2985,15,251,266.0,2,2
1.0,17,0.0,1.0,1.0,0.3582,19,499,523.0,2,2
1.0,18,0.0,1.0,2.0,0.2985,8,398,406.0,2,2
1.0,19,0.0,1.0,2.0,0.1642,11,270,281.0,2,2
1.0,20,0.0,1.0,2.0,0.1343,6,178,184.0,2,2
1.0,21,0.0,1.0,2.0,0.1045,4,105,109.0,2,2
1.0,22,0.0,1.0,2.0,0.1045,5,72,77.0,2,2
1.0,23,0.0,1.0,2.0,0.0896,2,55,57.0,2,2
1.0,0,0.0,1.0,1.0,0.0,0,22,22.0,2,2
1.0,1,0.0,1.0,1.0,0.0,0,5,5.0,2,2
1.0,2,0.0,1.0,1.0,0.0,0,4,4.0,0,0
1.0,3,0.0,1.0,1.0,0.0,0,3,3.0,0,0
1.0,4,0.0,1.0,1.0,0.1045,0,1,1.0,0,0
1.0,5,0.0,1.0,1.0,0.1045,0,25,25.0,0,0
1.0,6,0.0,1.0,1.0,0.1343,3,92,95.0,0,0
1.0,7,0.0,1.0,2.0,0.194,3,318,321.0,0,0
1.0,8,0.0,1.0,1.0,0.3582,7,499,515.0,2,0
1.0,9,0.0,1.0,1.0,0.3284,5,226,231.0,2,0
1.0,10,0.0,1.0,1.0,0.2985,12,108,120.0,2,2
1.0,11,0.0,1.0,1.0,0.2836,13,125,138.0,2,2
1.0,12,0.0,1.0,1.0,0.3881,11,152,163.0,2,2
1.0,13,0.0,1.0,1.0,0.2836,11,159,170.0,2,2
1.0,14,0.0,1.0,1.0,0.3582,6,128,134.0,2,2
1.0,15,0.0,1.0,1.0,0.2239,7,164,171.0,2,2
1.0,16,0.0,1.0,1.0,0.194,9,222,231.0,2,2
1.0,17,0.0,1.0,1.0,0.194,17,470,487.0,2,2
1.0,18,0.0,1.0,1.0,0.2239,9,459,468.0,2,2
1.0,19,0.0,1.0,1.0,0.1642,9,302,311.0,2,2
1.0,20,0.0,1.0,1.0,0.1642,4,207,211.0,2,2
1.0,21,0.0,1.0,1.0,0.1642,8,170,178.0,2,2
1.0,22,0.0,1.0,1.0,0.1045,3,104,107.0,2,2
1.0,23,0.0,1.0,1.0,0.0896,4,54,58.0,2,2
1.0,0,0.0,1.0,2.0,0.1343,1,22,23.0,0,0
1.0,1,0.0,1.0,2.0,0.0,0,5,5.0,0,0
1.0,2,0.0,1.0,2.0,0.0896,1,6,7.0,0,0
1.0,3,0.0,1.0,2.0,0.0,0,1,1.0,0,0
1.0,4,0.0,1.0,3.0,0.0896,0,3,3.0,0,0
1.0,5,0.0,1.0,2.0,0.0,0,20,20.0,0,0
1.0,6,0.0,1.0,2.0,0.0896,4,83,87.0,0,0
1.0,7,0.0,1.0,2.0,0.1343,3,285,288.0,0,0
1.0,8,0.0,1.0,2.0,0.0896,9,489,498.0,0,0
1.0,9,0.0,1.0,2.0,0.1642,3,199,202.0,0,0
1.0,10,0.0,1.0,3.0,0.1343,2,42,44.0,2,0
1.0,11,0.0,1.0,3.0,0.1045,2,69,71.0,2,0
1.0,12,0.0,1.0,3.0,0.0896,1,44,45.0,2,0
1.0,13,0.0,1.0,3.0,0.2537,2,62,64.0,2,0
1.0,14,0.0,1.0,3.0,0.194,1,30,31.0,2,0
1.0,15,0.0,1.0,3.0,0.0,3,50,53.0,2,0
1.0,16,0.0,1.0,3.0,0.0,8,110,118.0,2,0
1.0,17,0.0,1.0,3.0,0.0,8,281,289.0,2,0
1.0,18,0.0,1.0,3.0,0.1343,8,345,353.0,2,0
1.0,19,0.0,1.0,2.0,0.1642,4,254,258.0,2,0
1.0,20,0.0,1.0,2.0,0.1343,5,211,216.0,2,0
1.0,21,0.0,1.0,2.0,0.1045,3,142,145.0,2,0
1.0,22,0.0,1.0,2.0,0.0,3,108,111.0,2,0
1.0,23,0.0,1.0,1.0,0.0896,3,70,73.0,2,0
1.0,0,0.0,1.0,2.0,0.0,2,32,34.0,0,0
1.0,1,0.0,1.0,2.0,0.0,2,16,18.0,0,3
1.0,2,0.0,1.0,2.0,0.1045,1,11,12.0,0,3
1.0,3,0.0,1.0,2.0,0.1045,0,1,1.0,0,3
1.0,4,0.0,1.0,2.0,0.194,0,1,1.0,0,3
1.0,5,0.0,1.0,2.0,0.1642,0,16,16.0,0,3
1.0,6,0.0,1.0,2.0,0.1343,1,70,71.0,0,3
1.0,7,0.0,1.0,2.0,0.1045,4,222,226.0,0,3
1.0,8,0.0,1.0,2.0,0.0,4,499,520.0,0,3
1.0,9,0.0,1.0,2.0,0.0,8,275,283.0,0,3
1.0,10,0.0,1.0,1.0,0.2836,13,103,116.0,2,0
1.0,11,0.0,1.0,1.0,0.4179,9,133,142.0,2,0
1.0,12,0.0,1.0,1.0,0.3881,21,177,198.0,2,2
1.0,13,0.0,1.0,1.0,0.3582,34,171,205.0,2,2
1.0,14,0.0,1.0,1.0,0.3582,33,137,170.0,2,2
1.0,15,0.0,1.0,1.0,0.4179,41,180,221.0,2,2
1.0,16,0.0,1.0,1.0,0.2985,56,251,307.0,2,2
1.0,17,0.0,1.0,1.0,0.3284,36,429,465.0,2,2
1.0,18,0.0,1.0,1.0,0.2537,15,362,377.0,2,2
1.0,19,0.0,1.0,1.0,0.2239,16,266,282.0,2,2
1.0,20,0.0,1.0,1.0,0.194,13,158,171.0,2,2
1.0,21,0.0,1.0,1.0,0.194,15,114,129.0,2,2
1.0,22,0.0,1.0,1.0,0.2239,15,92,107.0,2,2
1.0,23,0.0,1.0,1.0,0.194,10,72,82.0,2,2
1.0,0,0.0,0.0,1.0,0.1642,5,81,86.0,2,2
1.0,1,0.0,0.0,1.0,0.1642,7,38,45.0,2,2
1.0,2,0.0,0.0,1.0,0.2537,6,39,45.0,0,0
1.0,3,0.0,0.0,1.0,0.1045,3,15,18.0,0,0
1.0,4,0.0,0.0,1.0,0.0,3,4,7.0,0,0
1.0,5,0.0,0.0,1.0,0.0896,0,1,1.0,0,0
1.0,6,0.0,0.0,1.0,0.0,1,8,9.0,0,0
1.0,7,0.0,0.0,1.0,0.0,8,33,41.0,0,0
1.0,8,0.0,0.0,1.0,0.0,10,92,102.0,0,0
1.0,9,0.0,0.0,1.0,0.1045,22,116,138.0,0,0
1.0,10,0.0,0.0,1.0,0.1045,48,157,205.0,0,0
1.0,11,0.0,0.0,1.0,0.1343,102,184,286.0,2,2
1.0,12,0.0,0.0,1.0,0.194,114,241,369.0,2,2
1.0,13,0.0,0.0,1.0,0.2836,114,219,384.0,2,2
1.0,14,0.0,0.0,1.0,0.3582,114,244,427.0,2,2
1.0,15,0.0,0.0,1.0,0.2537,114,270,499.0,2,2
1.0,16,0.0,0.0,1.0,0.3284,114,218,404.0,2,2
1.0,17,0.0,0.0,1.0,0.2836,114,222,364.0,2,2
1.0,18,0.0,0.0,1.0,0.2985,70,176,246.0,2,2
1.0,19,0.0,0.0,1.0,0.1642,38,150,188.0,2,2
1.0,20,0.0,0.0,1.0,0.1642,25,123,148.0,2,2
1.0,21,0.0,0.0,1.0,0.2985,25,89,114.0,2,2
1.0,22,0.0,0.0,1.0,0.4478,17,101,118.0,2,2
1.0,23,0.0,0.0,2.0,0.3881,12,62,74.0,2,2
1.0,0,0.0,0.0,2.0,0.3582,9,65,74.0,2,2
1.0,1,0.0,0.0,2.0,0.2537,10,62,72.0,2,2
1.0,2,0.0,0.0,2.0,0.2836,3,45,48.0,0,2
1.0,3,0.0,0.0,2.0,0.2239,3,12,15.0,0,2
1.0,4,0.0,0.0,2.0,0.3881,0,3,3.0,0,2
1.0,5,0.0,0.0,2.0,0.2985,1,1,2.0,0,2
1.0,6,0.0,0.0,1.0,0.3284,0,5,5.0,0,2
1.0,7,0.0,0.0,2.0,0.2836,2,12,14.0,0,2
1.0,8,0.0,0.0,2.0,0.194,8,48,56.0,0,2
1.0,9,0.0,0.0,2.0,0.2537,20,73,93.0,0,2
1.0,10,0.0,0.0,2.0,0.2537,49,142,191.0,0,2
1.0,11,0.0,0.0,2.0,0.3284,82,144,226.0,0,2
1.0,12,0.0,0.0,2.0,0.2537,71,184,255.0,0,2
1.0,13,0.0,0.0,1.0,0.1642,64,197,261.0,0,2
1.0,14,0.0,0.0,2.0,0.194,48,189,237.0,2,2
1.0,15,0.0,0.0,2.0,0.194,85,168,253.0,0,2
1.0,16,0.0,0.0,2.0,0.2836,62,150,212.0,2,2
1.0,17,0.0,0.0,2.0,0.2537,22,135,157.0,0,2
1.0,18,0.0,0.0,2.0,0.3284,23,144,167.0,0,2
1.0,19,0.0,0.0,2.0,0.2537,18,101,119.0,0,2
1.0,20,0.0,0.0,2.0,0.2836,22,81,103.0,0,2
