season,year,month,hour,holiday,weekday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,day
2,1,4,21,0,2,1,1,0.54,0.5152,0.45,0.0,33,210,243,Tuesday
2,1,4,22,0,2,1,1,0.5,0.4848,0.51,0.0,25,133,158,Tuesday
2,1,4,23,0,2,1,1,0.5,0.4848,0.59,0.0,13,66,79,Tuesday
2,1,4,0,0,3,1,1,0.48,0.4697,0.48,0.0,18,23,41,Wednesday
2,1,4,1,0,3,1,1,0.46,0.4545,0.59,0.0,0,11,11,Wednesday
2,1,4,2,0,3,1,1,0.46,0.4545,0.51,0.0,0,5,5,Wednesday
2,1,4,3,0,3,1,1,0.44,0.4394,0.58,0.0896,0,3,3,Wednesday
2,1,4,4,0,3,1,1,0.42,0.4242,0.67,0.0896,0,1,1,Wednesday
2,1,4,5,0,3,1,1,0.42,0.4242,0.67,0.0896,0,27,27,Wednesday
2,1,4,6,0,3,1,2,0.42,0.4242,0.58,0.0,6,120,126,Wednesday
2,1,4,7,0,3,1,2,0.44,0.4394,0.62,0.0,12,354,366,Wednesday
2,1,4,8,0,3,1,2,0.44,0.4394,0.72,0.1045,31,653,684,Wednesday
2,1,4,9,0,3,1,2,0.48,0.4697,0.55,0.1343,47,316,363,Wednesday
2,1,4,10,0,3,1,2,0.54,0.5152,0.45,0.1343,68,99,167,Wednesday
2,1,4,11,0,3,1,2,0.6,0.6212,0.43,0.3582,61,152,213,Wednesday
2,1,4,12,0,3,1,2,0.6,0.6212,0.46,0.4179,73,210,283,Wednesday
2,1,4,13,0,3,1,2,0.6,0.6212,0.46,0.2537,70,181,251,Wednesday
2,1,4,14,0,3,1,2,0.62,0.6212,0.46,0.194,82,176,258,Wednesday
2,1,4,15,0,3,1,2,0.64,0.6212,0.44,0.2836,86,182,268,Wednesday
2,1,4,16,0,3,1,2,0.64,0.6212,0.44,0.2836,86,304,390,Wednesday
2,1,4,17,0,3,1,1,0.66,0.6212,0.41,0.2985,99,645,744,Wednesday
2,1,4,18,0,3,1,1,0.66,0.6212,0.41,0.2537,113,646,759,Wednesday
2,1,4,19,0,3,1,1,0.66,0.6212,0.39,0.2239,75,419,494,Wednesday
2,1,4,20,0,3,1,1,0.64,0.6212,0.27,0.2239,39,333,372,Wednesday
2,1,4,21,0,3,1,1,0.6,0.6061,0.23,0.3284,43,255,298,Wednesday
2,1,4,22,0,3,1,1,0.56,0.5303,0.22,0.1642,30,151,181,Wednesday
2,1,4,23,0,3,1,1,0.52,0.5,0.23,0.4179,19,112,131,Wednesday
2,1,4,0,0,4,1,1,0.52,0.5,0.23,0.4179,12,33,45,Thursday
2,1,4,1,0,4,1,1,0.48,0.4697,0.27,0.3284,4,9,13,Thursday
2,1,4,2,0,4,1,1,0.46,0.4545,0.33,0.4478,7,11,18,Thursday
2,1,4,3,0,4,1,1,0.42,0.4242,0.41,0.2985,0,5,5,Thursday
2,1,4,4,0,4,1,1,0.38,0.3939,0.43,0.2836,0,1,1,Thursday
2,1,4,5,0,4,1,1,0.38,0.3939,0.43,0.2836,1,28,29,Thursday
2,1,4,6,0,4,1,1,0.36,0.3333,0.46,0.3284,8,118,126,Thursday
2,1,4,7,0,4,1,1,0.34,0.3333,0.49,0.194,15,339,354,Thursday
2,1,4,8,0,4,1,1,0.36,0.3485,0.46,0.2239,28,610,638,Thursday
2,1,4,9,0,4,1,1,0.4,0.4091,0.37,0.2537,61,290,351,Thursday
2,1,4,10,0,4,1,1,0.42,0.4242,0.35,0.2836,88,158,246,Thursday
2,1,4,11,0,4,1,2,0.42,0.4242,0.38,0.2239,109,159,268,Thursday
2,1,4,12,0,4,1,1,0.44,0.4394,0.33,0.0,66,210,276,Thursday
2,1,4,13,0,4,1,1,0.46,0.4545,0.31,0.0,89,202,291,Thursday
2,1,4,14,0,4,1,1,0.46,0.4545,0.33,0.1642,143,144,287,Thursday
2,1,4,15,0,4,1,1,0.5,0.4848,0.31,0.1045,98,171,269,Thursday
2,1,4,16,0,4,1,1,0.5,0.4848,0.31,0.194,84,318,402,Thursday
2,1,4,17,0,4,1,1,0.5,0.4848,0.31,0.1642,145,677,822,Thursday
2,1,4,18,0,4,1,1,0.5,0.4848,0.31,0.1045,80,618,698,Thursday
2,1,4,19,0,4,1,1,0.48,0.4697,0.31,0.2537,64,423,487,Thursday
2,1,4,20,0,4,1,1,0.44,0.4394,0.41,0.194,33,279,312,Thursday
2,1,4,21,0,4,1,1,0.42,0.4242,0.47,0.194,25,209,234,Thursday
2,1,4,22,0,4,1,1,0.4,0.4091,0.47,0.194,20,129,149,Thursday
2,1,4,23,0,4,1,1,0.4,0.4091,0.5,0.1343,12,124,136,Thursday
2,1,4,0,0,5,1,1,0.4,0.4091,0.43,0.0,12,49,61,Friday
2,1,4,1,0,5,1,1,0.36,0.3485,0.62,0.1343,10,28,38,Friday
2,1,4,2,0,5,1,1,0.36,0.3333,0.5,0.3881,6,5,11,Friday
2,1,4,3,0,5,1,1,0.34,0.303,0.53,0.3284,3,5,8,Friday
2,1,4,4,0,5,1,1,0.34,0.3182,0.49,0.2537,2,3,5,Friday
2,1,4,5,0,5,1,1,0.32,0.303,0.53,0.3284,0,23,23,Friday
2,1,4,6,0,5,1,1,0.3,0.2727,0.49,0.3881,0,80,80,Friday
2,1,4,7,0,5,1,1,0.3,0.2879,0.49,0.2836,15,231,246,Friday
2,1,4,8,0,5,1,1,0.3,0.2727,0.49,0.3284,19,489,508,Friday
2,1,4,9,0,5,1,1,0.34,0.303,0.42,0.3284,58,318,376,Friday
2,1,4,10,0,5,1,1,0.36,0.3333,0.4,0.3284,81,157,238,Friday
2,1,4,11,0,5,1,1,0.4,0.4091,0.37,0.2985,112,179,291,Friday
2,1,4,12,0,5,1,1,0.42,0.4242,0.35,0.2985,113,224,337,Friday
2,1,4,13,0,5,1,1,0.44,0.4394,0.33,0.3284,173,238,411,Friday
2,1,4,14,0,5,1,1,0.48,0.4697,0.29,0.3881,240,250,490,Friday
2,1,4,15,0,5,1,1,0.5,0.4848,0.27,0.2836,218,319,537,Friday
2,1,4,16,0,5,1,1,0.5,0.4848,0.22,0.4179,184,352,536,Friday
2,1,4,17,0,5,1,1,0.52,0.5,0.23,0.4179,172,483,655,Friday
2,1,4,18,0,5,1,1,0.5,0.4848,0.22,0.4627,104,380,484,Friday
2,1,4,19,0,5,1,1,0.48,0.4697,0.23,0.2985,115,297,412,Friday
2,1,4,20,0,5,1,1,0.46,0.4545,0.24,0.2836,61,191,252,Friday
2,1,4,21,0,5,1,1,0.44,0.4394,0.26,0.1343,54,136,190,Friday
2,1,4,22,0,5,1,1,0.4,0.4091,0.35,0.2239,34,124,158,Friday
2,1,4,23,0,5,1,1,0.42,0.4242,0.3,0.2836,21,92,113,Friday
2,1,4,0,0,6,0,1,0.42,0.4242,0.26,0.2985,9,85,94,Saturday
2,1,4,1,0,6,0,1,0.4,0.4091,0.28,0.2537,9,60,69,Saturday
2,1,4,2,0,6,0,1,0.36,0.3333,0.29,0.3582,11,25,36,Saturday
2,1,4,3,0,6,0,1,0.36,0.3333,0.32,0.2537,7,21,28,Saturday
2,1,4,4,0,6,0,1,0.32,0.3182,0.36,0.1642,3,4,7,Saturday
2,1,4,5,0,6,0,1,0.32,0.3182,0.33,0.1642,0,2,2,Saturday
2,1,4,6,0,6,0,1,0.32,0.3182,0.36,0.194,1,18,19,Saturday
2,1,4,7,0,6,0,1,0.32,0.303,0.33,0.2836,14,40,54,Saturday
2,1,4,8,0,6,0,1,0.34,0.3182,0.34,0.2537,29,94,123,Saturday
2,1,4,9,0,6,0,1,0.4,0.4091,0.3,0.2537,103,173,276,Saturday
2,1,4,10,0,6,0,1,0.42,0.4242,0.28,0.2537,187,176,363,Saturday
2,1,4,11,0,6,0,1,0.44,0.4394,0.24,0.2985,251,244,495,Saturday
2,1,4,12,0,6,0,1,0.46,0.4545,0.23,0.3881,320,270,590,Saturday
2,1,4,13,0,6,0,1,0.5,0.4848,0.22,0.194,355,288,643,Saturday
2,1,4,14,0,6,0,1,0.5,0.4848,0.22,0.2985,326,252,578,Saturday
2,1,4,15,0,6,0,1,0.52,0.5,0.19,0.4179,321,305,626,Saturday
2,1,4,16,0,6,0,1,0.54,0.5152,0.19,0.3881,354,261,615,Saturday
2,1,4,17,0,6,0,1,0.54,0.5152,0.19,0.4179,299,268,567,Saturday
2,1,4,18,0,6,0,1,0.54,0.5152,0.18,0.2985,227,290,517,Saturday
2,1,4,19,0,6,0,1,0.54,0.5152,0.16,0.3284,170,243,413,Saturday
2,1,4,20,0,6,0,1,0.5,0.4848,0.2,0.2239,73,135,208,Saturday
2,1,4,21,0,6,0,1,0.5,0.4848,0.2,0.194,75,159,234,Saturday
2,1,4,22,0,6,0,1,0.48,0.4697,0.2,0.194,76,106,182,Saturday
2,1,4,23,0,6,0,1,0.46,0.4545,0.23,0.2239,32,86,118,Saturday
2,1,4,0,0,0,0,1,0.44,0.4394,0.24,0.2239,21,64,85,Sunday
2,1,4,1,0,0,0,1,0.44,0.4394,0.24,0.2239,14,50,64,Sunday
2,1,4,2,0,0,0,1,0.44,0.4394,0.24,0.2239,7,25,32,Sunday
2,1,4,3,0,0,0,1,0.42,0.4242,0.26,0.1343,8,18,26,Sunday
2,1,4,4,0,0,0,1,0.4,0.4091,0.4,0.0,0,7,7,Sunday
2,1,4,5,0,0,0,1,0.38,0.3939,0.46,0.0,4,8,12,Sunday
2,1,4,6,0,0,0,1,0.36,0.3788,0.37,0.0,7,21,28,Sunday
2,1,4,7,0,0,0,1,0.38,0.3939,0.27,0.1642,12,25,37,Sunday
2,1,4,8,0,0,0,1,0.4,0.4091,0.3,0.194,19,65,84,Sunday
2,1,4,9,0,0,0,1,0.44,0.4394,0.26,0.2239,71,108,179,Sunday
2,1,4,10,0,0,0,1,0.5,0.4848,0.25,0.2239,113,186,299,Sunday
2,1,4,11,0,0,0,1,0.5,0.4848,0.25,0.2836,195,209,404,Sunday
2,1,4,12,0,0,0,1,0.54,0.5152,0.24,0.2537,198,259,457,Sunday
2,1,4,13,0,0,0,1,0.58,0.5455,0.23,0.1642,229,254,483,Sunday
2,1,4,14,0,0,0,1,0.6,0.5909,0.18,0.4478,254,249,503,Sunday
2,1,4,15,0,0,0,1,0.62,0.6061,0.17,0.3582,260,226,486,Sunday
2,1,4,16,0,0,0,1,0.64,0.6061,0.19,0.3284,232,244,476,Sunday
2,1,4,17,0,0,0,1,0.62,0.6061,0.22,0.2985,185,226,411,Sunday
2,1,4,18,0,0,0,1,0.62,0.6061,0.25,0.3284,151,159,310,Sunday
2,1,4,19,0,0,0,1,0.6,0.6061,0.23,0.3881,89,187,276,Sunday
2,1,4,20,0,0,0,1,0.56,0.5303,0.28,0.4179,65,146,211,Sunday
2,1,4,21,0,0,0,1,0.52,0.5,0.34,0.2239,53,77,130,Sunday
2,1,4,22,0,0,0,1,0.5,0.4848,0.36,0.2239,33,85,118,Sunday
2,1,4,23,0,0,0,1,0.5,0.4848,0.39,0.2537,10,41,51,Sunday
2,1,4,0,0,1,1,1,0.48,0.4697,0.39,0.2836,8,29,37,Monday
2,1,4,1,0,1,1,1,0.46,0.4545,0.41,0.1343,4,12,16,Monday
2,1,4,2,0,1,1,1,0.46,0.4545,0.31,0.194,2,4,6,Monday
2,1,4,3,0,1,1,1,0.44,0.4394,0.3,0.1642,0,3,3,Monday
2,1,4,4,0,1,1,1,0.44,0.4394,0.24,0.194,2,3,5,Monday
2,1,4,5,0,1,1,1,0.44,0.4394,0.24,0.194,2,30,32,Monday
2,1,4,6,0,1,1,1,0.42,0.4242,0.26,0.2239,3,108,111,Monday
2,1,4,7,0,1,1,1,0.42,0.4242,0.28,0.194,11,320,331,Monday
2,1,4,8,0,1,1,1,0.44,0.4394,0.3,0.194,22,595,617,Monday
2,1,4,9,0,1,1,1,0.46,0.4545,0.31,0.3582,50,236,286,Monday
2,1,4,10,0,1,1,1,0.5,0.4848,0.27,0.4925,65,113,178,Monday
2,1,4,11,0,1,1,1,0.52,0.5,0.27,0.4179,96,127,223,Monday
2,1,4,12,0,1,1,1,0.54,0.5152,0.28,0.7164,94,186,280,Monday
2,1,4,13,0,1,1,1,0.54,0.5152,0.28,0.5821,108,173,281,Monday
2,1,4,14,0,1,1,1,0.56,0.5303,0.28,0.5522,66,152,218,Monday
2,1,4,15,0,1,1,1,0.58,0.5455,0.28,0.5522,82,173,255,Monday
2,1,4,16,0,1,1,1,0.56,0.5303,0.3,0.4179,81,310,391,Monday
2,1,4,17,0,1,1,1,0.54,0.5152,0.32,0.4179,67,565,632,Monday
2,1,4,18,0,1,1,1,0.54,0.5152,0.34,0.2985,60,586,646,Monday
2,1,4,19,0,1,1,1,0.52,0.5,0.34,0.3582,35,386,421,Monday
2,1,4,20,0,1,1,1,0.5,0.4848,0.36,0.4478,21,255,276,Monday
2,1,4,21,0,1,1,3,0.48,0.4697,0.41,0.4179,14,151,165,Monday
2,1,4,22,0,1,1,2,0.46,0.4545,0.41,0.4925,6,102,108,Monday
2,1,4,23,0,1,1,1,0.44,0.4394,0.44,0.2985,6,61,67,Monday
2,1,4,0,0,2,1,2,0.44,0.4394,0.47,0.2836,3,23,26,Tuesday
2,1,4,1,0,2,1,1,0.42,0.4242,0.5,0.2239,0,9,9,Tuesday
2,1,4,2,0,2,1,1,0.36,0.3485,0.71,0.1343,0,2,2,Tuesday
2,1,4,3,0,2,1,1,0.36,0.3485,0.71,0.1343,0,2,2,Tuesday
2,1,4,4,0,2,1,1,0.34,0.3333,0.71,0.1343,0,2,2,Tuesday
2,1,4,5,0,2,1,1,0.34,0.3333,0.71,0.1343,0,24,24,Tuesday
2,1,4,6,0,2,1,1,0.34,0.3485,0.71,0.1045,3,100,103,Tuesday
2,1,4,7,0,2,1,1,0.34,0.3485,0.71,0.1045,16,368,384,Tuesday
2,1,4,8,0,2,1,1,0.38,0.3939,0.62,0.1343,22,670,692,Tuesday
2,1,4,9,0,2,1,1,0.42,0.4242,0.67,0.194,16,303,319,Tuesday
2,1,4,10,0,2,1,1,0.46,0.4545,0.47,0.1642,49,132,181,Tuesday
2,1,4,11,0,2,1,1,0.5,0.4848,0.36,0.0,78,161,239,Tuesday
2,1,4,12,0,2,1,1,0.54,0.5152,0.22,0.2836,75,184,259,Tuesday
2,1,4,13,0,2,1,1,0.52,0.5,0.23,0.1642,81,202,283,Tuesday
2,1,4,14,0,2,1,1,0.54,0.5152,0.24,0.194,75,149,224,Tuesday
2,1,4,15,0,2,1,1,0.56,0.5303,0.21,0.2985,46,157,203,Tuesday
2,1,4,16,0,2,1,1,0.58,0.5455,0.21,0.2537,66,296,362,Tuesday
2,1,4,17,0,2,1,1,0.56,0.5303,0.21,0.5224,88,656,744,Tuesday
2,1,4,18,0,2,1,1,0.54,0.5152,0.22,0.4179,78,626,704,Tuesday
2,1,4,19,0,2,1,1,0.52,0.5,0.2,0.3582,51,428,479,Tuesday
2,1,4,20,0,2,1,1,0.46,0.4545,0.28,0.3881,34,248,282,Tuesday
2,1,4,21,0,2,1,1,0.44,0.4394,0.3,0.4478,15,191,206,Tuesday
2,1,4,22,0,2,1,1,0.4,0.4091,0.37,0.4925,9,118,127,Tuesday
2,1,4,23,0,2,1,1,0.36,0.3333,0.4,0.4179,14,48,62,Tuesday
2,1,4,0,0,3,1,1,0.34,0.303,0.36,0.4179,8,22,30,Wednesday
2,1,4,1,0,3,1,1,0.34,0.3182,0.39,0.2836,3,9,12,Wednesday
2,1,4,2,0,3,1,1,0.32,0.303,0.45,0.2836,0,2,2,Wednesday
2,1,4,3,0,3,1,1,0.3,0.2879,0.49,0.2239,0,2,2,Wednesday
2,1,4,5,0,3,1,1,0.28,0.2727,0.56,0.194,1,26,27,Wednesday
2,1,4,6,0,3,1,1,0.28,0.2879,0.56,0.1045,3,103,106,Wednesday
2,1,4,7,0,3,1,1,0.28,0.2879,0.52,0.1343,18,303,321,Wednesday
2,1,4,8,0,3,1,1,0.3,0.2879,0.49,0.2239,14,581,595,Wednesday
2,1,4,9,0,3,1,2,0.32,0.303,0.49,0.2985,20,282,302,Wednesday
2,1,4,10,0,3,1,2,0.34,0.303,0.49,0.3284,26,127,153,Wednesday
2,1,4,11,0,3,1,2,0.38,0.3939,0.43,0.3284,38,142,180,Wednesday
2,1,4,12,0,3,1,2,0.36,0.3333,0.46,0.3881,35,147,182,Wednesday
2,1,4,13,0,3,1,2,0.4,0.4091,0.4,0.3582,16,147,163,Wednesday
2,1,4,14,0,3,1,1,0.36,0.3485,0.57,0.194,34,101,135,Wednesday
2,1,4,15,0,3,1,3,0.38,0.3939,0.46,0.2239,50,152,202,Wednesday
2,1,4,16,0,3,1,1,0.44,0.4394,0.33,0.2985,51,256,307,Wednesday
2,1,4,17,0,3,1,1,0.42,0.4242,0.35,0.3881,52,527,579,Wednesday
2,1,4,18,0,3,1,3,0.4,0.4091,0.43,0.4179,39,546,585,Wednesday
2,1,4,19,0,3,1,1,0.4,0.4091,0.4,0.3582,28,356,384,Wednesday
2,1,4,20,0,3,1,1,0.36,0.3333,0.46,0.3284,22,213,235,Wednesday
2,1,4,21,0,3,1,1,0.34,0.303,0.57,0.3881,11,154,165,Wednesday
2,1,4,22,0,3,1,1,0.34,0.303,0.57,0.3284,4,130,134,Wednesday
2,1,4,23,0,3,1,1,0.34,0.303,0.57,0.2985,9,52,61,Wednesday
2,1,4,0,0,4,1,1,0.32,0.303,0.66,0.2836,1,22,23,Thursday
2,1,4,1,0,4,1,1,0.32,0.303,0.66,0.2239,2,7,9,Thursday
2,1,4,2,0,4,1,1,0.32,0.303,0.61,0.2836,0,4,4,Thursday
2,1,4,3,0,4,1,1,0.32,0.303,0.61,0.2537,2,3,5,Thursday
2,1,4,4,0,4,1,1,0.3,0.2879,0.61,0.2239,0,1,1,Thursday
2,1,4,5,0,4,1,1,0.3,0.2879,0.61,0.2239,0,21,21,Thursday
2,1,4,6,0,4,1,1,0.3,0.2879,0.65,0.2537,2,94,96,Thursday
2,1,4,7,0,4,1,1,0.3,0.2727,0.65,0.3284,12,294,306,Thursday
2,1,4,8,0,4,1,1,0.32,0.303,0.66,0.3284,20,604,624,Thursday
2,1,4,9,0,4,1,1,0.36,0.3333,0.57,0.3582,16,271,287,Thursday
2,1,4,10,0,4,1,1,0.4,0.4091,0.5,0.2985,38,103,141,Thursday
2,1,4,11,0,4,1,1,0.42,0.4242,0.47,0.2985,50,174,224,Thursday
2,1,4,12,0,4,1,1,0.46,0.4545,0.41,0.4478,60,199,259,Thursday
2,1,4,13,0,4,1,1,0.48,0.4697,0.36,0.4478,55,148,203,Thursday
2,1,4,14,0,4,1,1,0.5,0.4848,0.31,0.3284,74,150,224,Thursday
2,1,4,15,0,4,1,1,0.48,0.4697,0.31,0.2537,42,169,211,Thursday
2,1,4,16,0,4,1,1,0.48,0.4697,0.31,0.2836,54,299,353,Thursday
2,1,4,17,0,4,1,1,0.5,0.4848,0.27,0.3881,60,596,656,Thursday
2,1,4,18,0,4,1,1,0.5,0.4848,0.27,0.3881,63,547,610,Thursday
2,1,4,19,0,4,1,1,0.46,0.4545,0.31,0.2985,50,383,433,Thursday
2,1,4,20,0,4,1,1,0.44,0.4394,0.33,0.2537,26,254,280,Thursday
2,1,4,21,0,4,1,1,0.42,0.4242,0.35,0.1343,13,174,187,Thursday
2,1,4,22,0,4,1,1,0.42,0.4242,0.35,0.194,15,143,158,Thursday
2,1,4,23,0,4,1,1,0.42,0.4242,0.35,0.194,8,86,94,Thursday
2,1,4,0,0,5,1,1,0.4,0.4091,0.37,0.2537,14,41,55,Friday
2,1,4,1,0,5,1,1,0.36,0.3485,0.46,0.194,2,28,30,Friday
2,1,4,2,0,5,1,1,0.34,0.3333,0.49,0.194,6,5,11,Friday
2,1,4,3,0,5,1,1,0.34,0.3333,0.61,0.1642,3,8,11,Friday
2,1,4,4,0,5,1,2,0.34,0.3333,0.53,0.1343,1,4,5,Friday
2,1,4,5,0,5,1,2,0.34,0.3333,0.53,0.1642,2,19,21,Friday
2,1,4,6,0,5,1,1,0.32,0.3182,0.57,0.1642,0,84,84,Friday
2,1,4,7,0,5,1,1,0.34,0.3182,0.61,0.2239,13,283,296,Friday
2,1,4,8,0,5,1,1,0.38,0.3939,0.46,0.1642,24,539,563,Friday
2,1,4,9,0,5,1,1,0.42,0.4242,0.41,0.1642,36,294,330,Friday
2,1,4,10,0,5,1,1,0.44,0.4394,0.38,0.194,59,133,192,Friday
2,1,4,11,0,5,1,1,0.46,0.4545,0.36,0.1343,75,158,233,Friday
2,1,4,12,0,5,1,1,0.5,0.4848,0.31,0.0,104,218,322,Friday
2,1,4,13,0,5,1,1,0.52,0.5,0.27,0.2836,112,246,358,Friday
2,1,4,14,0,5,1,1,0.52,0.5,0.27,0.0,125,223,348,Friday
2,1,4,15,0,5,1,1,0.54,0.5152,0.28,0.2537,115,237,352,Friday
2,1,4,16,0,5,1,1,0.56,0.5303,0.26,0.2537,113,350,463,Friday
2,1,4,17,0,5,1,1,0.56,0.5303,0.24,0.1642,117,621,738,Friday
2,1,4,18,0,5,1,1,0.54,0.5152,0.26,0.1343,107,564,671,Friday
2,1,4,19,0,5,1,1,0.54,0.5152,0.24,0.1642,75,352,427,Friday
2,1,4,20,0,5,1,1,0.5,0.4848,0.29,0.1343,44,242,286,Friday
2,1,4,21,0,5,1,1,0.5,0.4848,0.36,0.0,36,153,189,Friday
2,1,4,22,0,5,1,1,0.44,0.4394,0.62,0.1045,34,181,215,Friday
2,1,4,23,0,5,1,1,0.42,0.4242,0.62,0.0896,35,163,198,Friday
2,1,4,0,0,6,0,1,0.4,0.4091,0.58,0.1343,11,85,96,Saturday
2,1,4,1,0,6,0,1,0.4,0.4091,0.58,0.1343,10,60,70,Saturday
2,1,4,2,0,6,0,1,0.38,0.3939,0.66,0.1343,3,53,56,Saturday
2,1,4,3,0,6,0,1,0.36,0.3636,0.66,0.0896,6,26,32,Saturday
2,1,4,4,0,6,0,1,0.36,0.3636,0.71,0.1045,5,9,14,Saturday
2,1,4,5,0,6,0,1,0.36,0.3636,0.66,0.1045,2,5,7,Saturday
2,1,4,6,0,6,0,1,0.34,0.3333,0.76,0.1642,2,19,21,Saturday
2,1,4,7,0,6,0,1,0.36,0.3636,0.71,0.1045,8,56,64,Saturday
2,1,4,8,0,6,0,1,0.36,0.3485,0.71,0.1343,24,136,160,Saturday
2,1,4,9,0,6,0,1,0.42,0.4242,0.54,0.1343,59,206,265,Saturday
2,1,4,10,0,6,0,1,0.46,0.4545,0.51,0.1642,139,267,406,Saturday
2,1,4,11,0,6,0,1,0.52,0.5,0.45,0.194,207,357,564,Saturday
2,1,4,12,0,6,0,1,0.58,0.5455,0.35,0.2537,274,404,678,Saturday
2,1,4,13,0,6,0,1,0.62,0.6212,0.33,0.2985,308,370,678,Saturday
2,1,4,14,0,6,0,2,0.64,0.6212,0.27,0.4478,288,372,660,Saturday
2,1,4,15,0,6,0,2,0.64,0.6212,0.27,0.3582,311,347,658,Saturday
2,1,4,16,0,6,0,2,0.64,0.6212,0.27,0.3582,253,329,582,Saturday
2,1,4,17,0,6,0,2,0.62,0.6212,0.33,0.2537,251,309,560,Saturday
2,1,4,18,0,6,0,2,0.62,0.6212,0.35,0.2239,197,284,481,Saturday
2,1,4,19,0,6,0,2,0.6,0.6212,0.4,0.1642,163,296,459,Saturday
2,1,4,20,0,6,0,2,0.56,0.5303,0.46,0.1343,112,209,321,Saturday
2,1,4,21,0,6,0,2,0.56,0.5303,0.43,0.1343,53,167,220,Saturday
2,1,4,22,0,6,0,2,0.54,0.5152,0.52,0.1642,64,148,212,Saturday
2,1,4,23,0,6,0,2,0.54,0.5152,0.56,0.194,45,151,196,Saturday
2,1,4,0,0,0,0,2,0.54,0.5152,0.56,0.194,30,94,124,Sunday
2,1,4,1,0,0,0,2,0.54,0.5152,0.56,0.1642,17,89,106,Sunday
2,1,4,2,0,0,0,2,0.54,0.5152,0.56,0.1045,20,54,74,Sunday
2,1,4,3,0,0,0,2,0.52,0.5,0.59,0.1343,18,27,45,Sunday
2,1,4,4,0,0,0,2,0.54,0.5152,0.52,0.0,2,10,12,Sunday
2,1,4,5,0,0,0,1,0.5,0.4848,0.68,0.1642,4,6,10,Sunday
2,1,4,6,0,0,0,1,0.5,0.4848,0.63,0.1343,5,11,16,Sunday
2,1,4,7,0,0,0,1,0.5,0.4848,0.63,0.1045,16,30,46,Sunday
2,1,4,8,0,0,0,1,0.52,0.5,0.59,0.0,33,64,97,Sunday
2,1,4,9,0,0,0,1,0.54,0.5152,0.56,0.2239,97,154,251,Sunday
2,1,4,10,0,0,0,1,0.58,0.5455,0.53,0.2239,186,235,421,Sunday
2,1,4,11,0,0,0,1,0.62,0.6212,0.46,0.2985,227,301,528,Sunday
2,1,4,12,0,0,0,1,0.64,0.6212,0.44,0.2836,275,360,635,Sunday
2,1,4,13,0,0,0,1,0.66,0.6212,0.44,0.2836,298,383,681,Sunday
2,1,4,14,0,0,0,1,0.7,0.6364,0.39,0.2836,282,346,628,Sunday
2,1,4,15,0,0,0,1,0.7,0.6364,0.39,0.3881,266,351,617,Sunday
2,1,4,16,0,0,0,1,0.72,0.6515,0.39,0.3582,286,330,616,Sunday
2,1,4,17,0,0,0,1,0.7,0.6364,0.42,0.3284,262,361,623,Sunday
2,1,4,18,0,0,0,1,0.7,0.6364,0.42,0.2537,184,295,479,Sunday
2,1,4,19,0,0,0,1,0.7,0.6364,0.42,0.2537,114,265,379,Sunday
2,1,4,20,0,0,0,1,0.64,0.6212,0.5,0.2239,86,205,291,Sunday
2,1,4,21,0,0,0,1,0.62,0.6212,0.57,0.2537,76,153,229,Sunday
2,1,4,22,0,0,0,1,0.68,0.6364,0.44,0.3582,37,97,134,Sunday
2,1,4,23,0,0,0,1,0.66,0.6212,0.5,0.3881,25,65,90,Sunday
2,1,4,0,1,1,0,1,0.64,0.6212,0.53,0.3284,15,26,41,Monday
2,1,4,1,1,1,0,1,0.62,0.6061,0.61,0.3582,7,21,28,Monday
2,1,4,2,1,1,0,1,0.6,0.6061,0.64,0.2537,5,9,14,Monday
2,1,4,3,1,1,0,1,0.58,0.5455,0.68,0.194,3,5,8,Monday
2,1,4,4,1,1,0,1,0.54,0.5152,0.77,0.2239,0,6,6,Monday
2,1,4,5,1,1,0,1,0.54,0.5152,0.77,0.2239,4,34,38,Monday
2,1,4,6,1,1,0,1,0.52,0.5,0.83,0.1642,10,123,133,Monday
2,1,4,7,1,1,0,1,0.52,0.5,0.83,0.1343,20,367,387,Monday
2,1,4,8,1,1,0,2,0.56,0.5303,0.83,0.1642,48,549,597,Monday
2,1,4,9,1,1,0,1,0.62,0.6061,0.69,0.2239,59,238,297,Monday
2,1,4,10,1,1,0,1,0.62,0.6061,0.69,0.2537,75,149,224,Monday
2,1,4,11,1,1,0,1,0.64,0.6061,0.65,0.2537,115,136,251,Monday
2,1,4,12,1,1,0,1,0.68,0.6364,0.57,0.2537,75,196,271,Monday
2,1,4,13,1,1,0,1,0.74,0.6667,0.45,0.2985,79,184,263,Monday
2,1,4,14,1,1,0,1,0.76,0.6818,0.45,0.3284,105,183,288,Monday
2,1,4,15,1,1,0,1,0.8,0.697,0.33,0.4478,81,194,275,Monday
2,1,4,16,1,1,0,1,0.8,0.697,0.33,0.4627,92,266,358,Monday
2,1,4,17,1,1,0,1,0.8,0.697,0.33,0.3881,111,601,712,Monday
2,1,4,18,1,1,0,1,0.8,0.697,0.31,0.3881,87,589,676,Monday
2,1,4,19,1,1,0,1,0.76,0.6667,0.35,0.3881,61,461,522,Monday
2,1,4,20,1,1,0,1,0.74,0.6515,0.37,0.2985,48,327,375,Monday
2,1,4,21,1,1,0,1,0.68,0.6364,0.51,0.2537,39,232,271,Monday
